Ai Tools Name,Types For Use,Categories,Pricing,Per Month,Site url,Review Count,Features
Video2text,Transcribes videos into text.,#transcriber,Freemium,$ 16/mo,https://www.video2text.de/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,1,1
GPT Mate,Generated and edited text for Figma and FigJam design.,"#design assistant
#copywriting",Free Trial,$ 4.99/mo,https://refiredesign.com/gptmate/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,1,1
SpeakAide,"Improves speaking w/ prompts, perfect script.",#social media assistant,Free,$ 25/mo,https://speakaide.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,1
Coco,Simplified ChatGPT usage with virtual assistant.,#life assistant,Paid,$ 10/lifetime,https://appcafe.com/coco-a-free-chatgpt-based-virtual-assistant/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,1,1
Ai Intern,Improves content gen and workflow in Slack.,#productivity,Free,$10 ,https://aiintern.io/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,1
Open Assistant,Chatbot that answers queries.,#productivity,Paid,$ 15/mo,https://open-assistant.io/auth/signin?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,1,1
WELLNESS.XYZ,Tailored care for long COVID sufferers.,#healthcare,Paid,$ 23.99/mo,https://wellnessxyz.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,1
Jarvis AI,FAQ chatbot for text messaging support.,#search engine,Freemium,$ 15/mo,https://jarvis.tel/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,1
WrpUp,Condense lengthy videos into concise highlights.,#video editing,Free Trial,$1 ,https://wrpup.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,1,1
ChatGPT in Google Sheets,Automated analysis and insights from Google Sheets data.,#spreadsheets,Free,$ 9.99/mo,https://www.gox.ai/tmr/chatgpt-reporting-tool?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,1,1
AI Meme,Meme creation made easy.,#fun tools,Paid,$12 ,https://ai-meme.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,3,2
Food for Blood Pressure,Web meal planner for managing high blood pressure.,#healthcare,Freemium,$ 10/mo,https://foodforbp.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,1
SpinReactor,Summarized unbiased news from multiple sources.,#summarizer,Freemium,$ 5/10 credits,https://spinreactor.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,1,1
MealPractice,Generated recipes for personalized meal planning.,#fitness,Free,$ 4.9/500 Credits,https://mealpractice.com/generate?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,1
Librarian AI,Custom book suggestions based on past readings.,#education assistant,Freemium,$ 9.99/mo.,https://www.librarian-ai.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,2
Comment Generator,Generate customized Instagram comments.,#social media assistant,Contact for Pricing,$ 29/mo.,https://www.comment-generator.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,1,1
UniGlobal CV and Cover Letter Generator,Craft a compelling CV and Cover Letter using UniGlobal,#design assistant,Freemium,$ 16.55/mo.,https://uniglobalcareers.com/cv-generator/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,2
NameWizard,Instantly generate memorable domain names using AI and ensure availability for purchase.,#startup tools,Free,$2 ,https://namewizardai.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,1
AI Kanye West,AI-powered lyric generator for creating lyrics inspired by Kanye West songs.,#music,Free Trial,$6.39 ,https://autoyeai.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,1
Chad GPT,Chad GPT is the Giga Chad AI!,#fun tools,Free,$ 99/yr,https://play.google.com/store/apps/details?id=com.viveks_7764.ChadGPT&hl=en&gl=US&utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,1,1
Open AI ChatGPT,OpenAI’s latest advancements at your fingertips.,#productivity,Free,$ 3.99/mo,https://apps.apple.com/us/app/openai-chatgpt/id6448311069?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,2
SaasyDB,"Get fresh data on recently funded and SaaS companies with our weekly subscription, including email addresses and other employee information.","#research
#sales",Freemium,$ 19/mo,https://www.saasydb.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,1
Advanced Framework for writing Blogs,step-by-step journey of how to craft a unique and insightful blog with the help of ChatGPT,#education assistant,Free,$ 53/mo,https://promptit.gumroad.com/l/mhgsw?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,1
Grocer AI,Generates shopping lists for convenience.,#life assistant,Freemium,$ 8/mo,https://www.grocerai.app/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,1
Background Remover AI,Removed backgrounds with online image editing.,#image editing,Free,$24 ,https://backgroundremoverai.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,2
Transformify Automate,Automated task integration with custom flexibility.,#developer tools,Free,$ 29/mo,https://www.transformify.ai/automate?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,2
Zenn,Streamlined email organization and drafting.,#email assistant,Freemium,$ 10/100 credits,https://zennai.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,1
Browse GPT,Convenient Q&A resource for webpages.,#search engine,Free,$9.99 ,https://www.browsegpt.one/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,1
GPT Stylist,Suggests color and design for creators.,#design assistant,Free,$ 29/mo.,https://refiredesign.com/gptstylist/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,1,1
GreatFit,Screening developers' culture fit and soft skills.,#human resources,Free,$ 0.01 per credit,https://www.greatfit.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,1
Quilgo,Online quizzes creation with proctoring.,#education assistant,Free,$ 17.55/mo,https://quilgo.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,1,2
Gengis Khan,Historical Q&A with Ghengis Khan via chat.,#fun tools,Free,$1 ,https://www.messengerx.io/ghengis-khan?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,2
DailyBot AI,"Boost your team's productivity and communication with DailyBot, the leading chatbot for remote work and agile teams.",#productivity,Free,$ 19/mo,https://dailybot.ai/utm_source=futurepedia_directory&utm_medium=description&utm_campaign=theprompt_dir?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,1
AI Matchmaker,Matchmaker for compatible dates by interests.,#dating,Free,$ 10/mo,https://dates.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,1
Bellow,Machine intelligence search engine.,#search engine,Free Trial,$ 4.95/mo,https://bellow.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,1,1
One Panel,One-panel manga reader for spoiler-free reading.,#story teller,Freemium,$ 13/mo,https://onepanel.app/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,1
OpenLead,Generated custom lead lists with machine learning.,#sales,Paid,$14.95 ,https://www.openlead.xyz/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,1
Bricabrac,Create web apps without coding from text descriptions.,#low-code/no-code,Free,$ 34.99/mo,https://bricabrac.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,2
Reprompt,Efficient AI prompt testing and optimization tool for developers,#prompts,Free,$ 15/mo.,https://reprompt.dev/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,1,2
Decision Mentor,AI-powered Multi-Criteria Decision Making app for simplified decision-making in public and private settings,#life assistant,Freemium,$ $49/mo,https://decisionmentor.app/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,2,1
Hacker News Recap,AI-powered daily podcast summarizing top posts on Hacker News,#summarizer,Paid,$0 ,https://hackernewsrecap.buzzsprout.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,1,2
Scribbler,Podcast insights summarized and delivered instantly.,"#summarizer
#education assistant",Paid,$19 ,https://scribbler.so/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,2
Vidio,Automated guidance for online video editing.,#video editing,Free,$29 ,https://www.vidio.ai/tools/ai-video-editor?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,2
Yujo,Mobile app for socializing and organizing events.,#life assistant,Paid,$ 9/mo.,http://yujo.io.tilda.ws/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,2,1
Profile Crafter,Generated social media profiles.,#image generator,Contact for Pricing,$ 9.99/mo,https://profilecrafter.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,1
HealthGPT,Personalized healthcare & advice platform.,#healthcare,Freemium,$ 2450/mo.,https://healthgpt.plus/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,3,1
LlamaChat,Multiple models for interactive chat experience.,#code assistant,Free Trial,$999 ,https://llamachat.app/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,1,1
ChitChat,Chatbot for simple communication.,#productivity,Free,$9 ,https://gochitchat.ai/chatgpt-ios?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,1
Evercopy,Automated platform for marketing content creation.,#copywriting,Free,$19 ,https://www.evercopy.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,1,1
Laika,Customized chat prompts for communication.,#prompts,Free Trial,$ 19/mo.,https://prompt.getlaika.app/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,1
Gutenberg Hub,Assist with WordPress content optimization.,#general writing,Free,$ 10/mo.,https://shop.gutenberghub.com/ai-writer/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,1
Booknotes,Speeds up book learning through summaries.,#summarizer,Freemium,$ 5.99/mo.,https://getbooknotes.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,1
Scribee,AI-powered copywriting tool with customizable templates for high-quality content creation,#copywriting,Free,$ 20/mo.,https://scribee.xyz/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,1
ShopMate,Customizable shopping suggestions for e-commerce.,#e-commerce,Free,$ 62/mo.,https://shopmateai.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,2
Gnorman,Green gardening tips and techniques for experts.,"#life assistant
#fun tools",Free,$ 36/mo.,https://www.gnorman.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,1
Picapiu,Creates avatars/profiles from user images.,#avatars,Paid,$ 0.9/min,https://www.vistud.io/picapiu?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,1,1
Roboweb,Assisted programming in JupyterLab.,#experiments,Free Trial,$ 15/mo.,https://roboweb.app/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,1,1
DeepFaceLab,The leading software for creating high-quality deepfake videos with an easy-to-use interface.,"#image generator
#video generator",Paid,$19 ,https://github.com/iperov/DeepFaceLab?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,1,1
Facia.ai,"Facia AI offers top-tier liveness detection for secure, seamless user authentication",#customer support,Free,$ 9/mo.,https://www.facia.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,1
Tomsplanner,"Our AI Assist generates impressively complete Gantt charts based on a short project description. And using the same AI Assist, you can further expand and tweak the Gantt chart to your liking.","#spreadsheets
#human resources",Free,$17.70 ,https://www.tomsplanner.com/ai-assist?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,1
EzeGym,"EzeGym: A cloud-based, customizable software solution for comprehensive gym management",#fitness,Free,$ 199/mo.,https://ezegym.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,2
Taskabai,Streamlined task management with personalized virtual assistants,#productivity,Freemium,$ 12.99/mo.,https://taskabai.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,1,1
Cognosys,The Future of AI-Driven Applications at Your Fingertips.,#productivity,Freemium,$ 19/mo.,https://www.cognosys.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,3,1
AIStudio,A User-Friendly Platform to Build and Deploy Complex Intelligent Systems Without Coding.,#low-code/no-code,Paid,$ 19.99/mo.,https://aistud.io/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,2
Mynd,Self-care app detects patterns & insights in journaling.,#life assistant,Free,$ 19/mo,https://www.mynd.so/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,1,3
Her,Mental wellness companion.,#dating,Free,$ 9/mo.,http://inlovewith.com/apps/her/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,1
AI TALK,Create and Share Your AI Conversations - Simplified AI Talks for Everyone.,#experiments,Freemium,$ 4.99/mo.,https://ai-talk.app/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,1
TicketGenius,Simplified Jira ticket creation solution.,"#story teller
#productivity",Free,$ 59/mo.,https://marketplace.atlassian.com/apps/1230267?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,1
AICardshop,Online platform for unique and personalized AI-generated art gifts for special occasions,#gift ideas,Freemium,$ 20/mo.,https://www.aicardshop.com/debaigreetingcards.html?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,1,1
Kitt,"Engage in live interactions with ChatGPT using KITT, a versatile AI communication tool",#developer tools,Paid,$ 19/mo.,https://livekit.io/kitt?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,2
PlaylistName AI,Design engaging music playlist names with the mood-specific PlaylistName AI generator,#music,Freemium,$89 ,https://www.playlistnameai.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,1
SQL Ease,Generate SQL queries effortlessly with natural language input using SQL-Ease,#SQL,Freemium,$100 ,https://sqlease.buildnship.in/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,1
Lejrr,Discover hidden travel gems with AI-powered personal recommendations from Lejrr,#travel,Free,$19 ,https://lejrr.earlybird.rocks/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,1
Pump,Optimized AWS cloud cost.,#startup tools,Free,$ 12/mo.,https://www.pump.co/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia#pricing,0,1
ClipGPT,ClipGPT summarizes and organizes your notes and bookmarks using OpenAI's GPT API,#summarizer,Free,$19 ,https://clipgpt.io/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,1
Exo,Optimized code for efficient programming.,#code assistant,Free,$ 9/mo.,https://www.getexo.dev/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,2
Findsight AI,Compare non-fiction ideas from multiple sources.,"#research
#summarizer",Free,$37 ,https://findsight.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,1,1
FictionGPT,Assisted creation of fictional stories for writers.,#story teller,Contact for Pricing,$ 29.99/mo,https://fictiongpt.xyz/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,1
Liveform,Customizable intelligent agents created and deployed.,"#human resources
#sales",Freemium,$ 19/mo.,https://www.liveform.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,0,1
